Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Unit_Price,Profit_Margin,Revenue,Discount_Band,Price_Segment,Market_Benchmark_Price_x,Market_Benchmark_Price_y,Market_Benchmark_Price,Price_vs_Market
Standard Class,Home Office,United States,Concord,New Hampshire,3301,East,Office Supplies,Art,227.88,6,0.0,68.364,37.98,30.000000000000004,227.88,No Discount,Premium,4.24,4.24,4.24,Overpriced
First Class,Consumer,United States,Lafayette,Louisiana,70506,South,Furniture,Bookcases,241.96,2,0.0,33.8744,120.98,14.000000000000002,241.96,No Discount,Mid,102.833,102.833,102.833,Fair
First Class,Consumer,United States,Lafayette,Louisiana,70506,South,Office Supplies,Binders,3.89,1,0.0,1.8672,3.89,48.0,3.89,No Discount,Mid,5.390000000000001,5.390000000000001,5.390000000000001,Underpriced
First Class,Consumer,United States,Lafayette,Louisiana,70506,South,Furniture,Furnishings,8.01,3,0.0,3.0438,2.67,38.0,8.01,No Discount,Low,14.136,14.136,14.136,Underpriced
Standard Class,Consumer,United States,Raleigh,North Carolina,27604,South,Technology,Phones,177.48,3,0.2,19.9665,59.16,11.25,177.48,Low (1-20%),Mid,69.99,69.99,69.99,Fair
Second Class,Corporate,United States,Spokane,Washington,99207,West,Furniture,Chairs,569.568,2,0.2,7.1196,284.784,1.25,569.568,Low (1-20%),Premium,105.623,105.623,105.623,Overpriced
Second Class,Corporate,United States,Spokane,Washington,99207,West,Office Supplies,Storage,149.73,7,0.0,43.4217,21.39,29.000000000000004,149.73,No Discount,Mid,37.208,37.208,37.208,Underpriced
First Class,Consumer,United States,Houston,Texas,77041,Central,Furniture,Chairs,899.43,5,0.3,-12.849,179.886,-1.4285714285714286,899.43,Medium (21-40%),Premium,105.623,105.623,105.623,Overpriced
First Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Art,46.2,5,0.2,5.775,9.24,12.5,46.2,Low (1-20%),Premium,4.24,4.24,4.24,Overpriced
First Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,47.952,3,0.2,16.1838,15.984,33.75,47.952,Low (1-20%),Premium,6.48,6.48,6.48,Overpriced
First Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Phones,7.992,1,0.2,0.6993,7.992,8.75,7.992,Low (1-20%),Low,69.99,69.99,69.99,Underpriced
First Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,76.864,2,0.2,26.9024,38.432,35.0,76.864,Low (1-20%),Premium,6.48,6.48,6.48,Overpriced
Standard Class,Home Office,United States,Louisville,Kentucky,40214,South,Office Supplies,Binders,102.93,3,0.0,48.3771,34.31,47.0,102.93,No Discount,Premium,5.390000000000001,5.390000000000001,5.390000000000001,Overpriced
Standard Class,Home Office,United States,Louisville,Kentucky,40214,South,Technology,Accessories,98.16,6,0.0,9.816,16.36,10.0,98.16,No Discount,Low,29.99,29.99,29.99,Underpriced
Second Class,Home Office,United States,Hollywood,Florida,33021,South,Office Supplies,Binders,11.52,5,0.7,-7.68,2.304,-66.66666666666666,11.52,High (41%+),Low,5.390000000000001,5.390000000000001,5.390000000000001,Underpriced
Same Day,Corporate,United States,Chandler,Arizona,85224,West,Office Supplies,Paper,83.88,1,0.2,29.358,83.88,35.0,83.88,Low (1-20%),Premium,6.48,6.48,6.48,Overpriced
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,108.576,4,0.4,-25.3344,27.144,-23.33333333333333,108.576,Medium (21-40%),Low,69.99,69.99,69.99,Underpriced
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Fasteners,5.984,2,0.2,-1.3464,2.992,-22.5,5.984,Low (1-20%),Mid,2.84,2.84,2.84,Fair
Standard Class,Corporate,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Supplies,21.96,2,0.0,6.1488,10.98,28.0,21.96,No Discount,Mid,8.475000000000001,8.475000000000001,8.475000000000001,Overpriced
Standard Class,Corporate,United States,Tulsa,Oklahoma,74133,Central,Furniture,Chairs,368.97,3,0.0,81.1734,122.99,22.0,368.97,No Discount,Mid,105.623,105.623,105.623,Fair
Standard Class,Corporate,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Art,12.39,3,0.0,3.4692,4.13,28.0,12.39,No Discount,Mid,4.24,4.24,4.24,Fair
Standard Class,Corporate,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Storage,332.94,3,0.0,9.9882,110.98,3.0000000000000004,332.94,No Discount,Premium,37.208,37.208,37.208,Overpriced
Standard Class,Corporate,United States,Draper,Utah,84020,West,Technology,Accessories,111.93,7,0.0,34.6983,15.99,31.0,111.93,No Discount,Low,29.99,29.99,29.99,Underpriced
First Class,Home Office,United States,Oakland,California,94601,West,Furniture,Chairs,454.272,8,0.2,-73.8192,56.784,-16.25,454.272,Low (1-20%),Low,105.623,105.623,105.623,Underpriced
Standard Class,Consumer,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Paper,19.44,3,0.0,9.3312,6.48,48.00000000000001,19.44,No Discount,Mid,6.48,6.48,6.48,Fair
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Copiers,8399.976,4,0.4,1119.9968,2099.994,13.33333333333333,8399.976,Medium (21-40%),Premium,439.992,439.992,439.992,Overpriced
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,6.294,1,0.7,-4.196,6.294,-66.66666666666666,6.294,High (41%+),Mid,5.390000000000001,5.390000000000001,5.390000000000001,Fair
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,10.368,2,0.2,3.6288,5.184,35.0,10.368,Low (1-20%),Low,6.48,6.48,6.48,Fair
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,122.382,3,0.4,-24.4764,40.794,-20.0,122.382,Medium (21-40%),Low,69.99,69.99,69.99,Underpriced
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Storage,25.984,2,0.2,-1.624,12.992,-6.25,25.984,Low (1-20%),Low,37.208,37.208,37.208,Underpriced
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Furniture,Tables,945.036,6,0.4,-299.2614,157.506,-31.666666666666664,945.036,Medium (21-40%),Mid,145.49,145.49,145.49,Fair
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,14.301,7,0.7,-10.4874,2.043,-73.33333333333333,14.301,High (41%+),Low,5.390000000000001,5.390000000000001,5.390000000000001,Underpriced
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Furniture,Furnishings,410.352,3,0.2,-51.294,136.784,-12.5,410.352,Low (1-20%),Premium,14.136,14.136,14.136,Overpriced
Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,23.52,5,0.2,8.526,4.704,36.25,23.52,Low (1-20%),Low,6.48,6.48,6.48,Underpriced
Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Technology,Phones,180.96,5,0.2,13.572,36.192,7.5,180.96,Low (1-20%),Low,69.99,69.99,69.99,Underpriced
First Class,Consumer,United States,Pocatello,Idaho,83201,West,Furniture,Furnishings,35.0,4,0.0,14.7,8.75,42.0,35.0,No Discount,Mid,14.136,14.136,14.136,Underpriced
First Class,Consumer,United States,Pocatello,Idaho,83201,West,Office Supplies,Storage,477.15,5,0.0,28.629,95.43,6.000000000000001,477.15,No Discount,Premium,37.208,37.208,37.208,Overpriced
First Class,Consumer,United States,Pocatello,Idaho,83201,West,Technology,Phones,302.376,3,0.2,22.6782,100.792,7.500000000000001,302.376,Low (1-20%),Mid,69.99,69.99,69.99,Overpriced
Standard Class,Consumer,United States,Plano,Texas,75023,Central,Furniture,Tables,974.988,4,0.3,-97.4988,243.747,-10.0,974.988,Medium (21-40%),Premium,145.49,145.49,145.49,Overpriced
First Class,Consumer,United States,New York City,New York,10024,East,Furniture,Chairs,589.41,5,0.1,-6.549,117.882,-1.1111111111111112,589.41,Low (1-20%),Mid,105.623,105.623,105.623,Fair
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Art,34.7,5,0.0,12.492,6.94,36.0,34.7,No Discount,Premium,4.24,4.24,4.24,Overpriced
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Storage,99.87,3,0.0,23.9688,33.29,24.000000000000004,99.87,No Discount,Mid,37.208,37.208,37.208,Fair
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Paper,37.94,2,0.0,18.2112,18.97,48.00000000000001,37.94,No Discount,Premium,6.48,6.48,6.48,Overpriced
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Labels,24.9,5,0.0,11.454,4.98,46.00000000000001,24.9,No Discount,Mid,3.984,3.984,3.984,Fair
Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Furnishings,82.26,3,0.0,33.7266,27.42,40.99999999999999,82.26,No Discount,Premium,14.136,14.136,14.136,Overpriced
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Fasteners,7.104,6,0.2,2.4864,1.184,35.0,7.104,Low (1-20%),Low,2.84,2.84,2.84,Underpriced
Second Class,Home Office,United States,Houston,Texas,77095,Central,Furniture,Furnishings,103.5,5,0.6,-77.625,20.7,-75.0,103.5,High (41%+),Mid,14.136,14.136,14.136,Overpriced
Second Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Labels,2.464,1,0.2,0.8624,2.464,35.0,2.464,Low (1-20%),Low,3.984,3.984,3.984,Underpriced
Second Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Storage,8.72,1,0.2,0.654,8.72,7.5,8.72,Low (1-20%),Low,37.208,37.208,37.208,Underpriced
Standard Class,Consumer,United States,Meriden,Connecticut,6450,East,Office Supplies,Binders,10.76,2,0.0,5.1648,5.38,48.0,10.76,No Discount,Mid,5.390000000000001,5.390000000000001,5.390000000000001,Fair
Standard Class,Consumer,United States,Meriden,Connecticut,6450,East,Office Supplies,Paper,45.68,2,0.0,21.0128,22.84,46.0,45.68,No Discount,Premium,6.48,6.48,6.48,Overpriced
Standard Class,Consumer,United States,Meriden,Connecticut,6450,East,Office Supplies,Art,6.7,1,0.0,2.211,6.7,32.99999999999999,6.7,No Discount,Mid,4.24,4.24,4.24,Overpriced
Second Class,Consumer,United States,Glenview,Illinois,60025,Central,Technology,Phones,158.376,3,0.2,13.8579,52.792,8.75,158.376,Low (1-20%),Mid,69.99,69.99,69.99,Fair
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Art,3.44,2,0.2,0.559,1.72,16.25,3.44,Low (1-20%),Low,4.24,4.24,4.24,Underpriced
First Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Storage,56.56,2,0.0,15.2712,28.28,27.0,56.56,No Discount,Mid,37.208,37.208,37.208,Fair
First Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Furnishings,36.96,7,0.0,11.4576,5.28,31.0,36.96,No Discount,Low,14.136,14.136,14.136,Underpriced
Standard Class,Corporate,United States,New York City,New York,10009,East,Technology,Phones,135.99,1,0.0,36.7173,135.99,27.0,135.99,No Discount,Premium,69.99,69.99,69.99,Overpriced
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,15.96,7,0.0,7.0224,2.28,44.0,15.96,No Discount,Low,4.24,4.24,4.24,Underpriced
First Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Art,3.76,2,0.0,1.0904,1.88,29.000000000000004,3.76,No Discount,Low,4.24,4.24,4.24,Underpriced
First Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Art,14.7,5,0.0,6.615,2.94,45.0,14.7,No Discount,Low,4.24,4.24,4.24,Underpriced
First Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Art,37.2,5,0.0,9.3,7.44,25.0,37.2,No Discount,Premium,4.24,4.24,4.24,Overpriced
First Class,Corporate,United States,Baltimore,Maryland,21215,East,Technology,Accessories,89.97,3,0.0,18.8937,29.99,21.0,89.97,No Discount,Mid,29.99,29.99,29.99,Fair
First Class,Corporate,United States,Baltimore,Maryland,21215,East,Furniture,Chairs,261.96,2,0.0,23.5764,130.98,9.000000000000002,261.96,No Discount,Mid,105.623,105.623,105.623,Fair
First Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Labels,74.0,5,0.0,37.0,14.8,50.0,74.0,No Discount,Premium,3.984,3.984,3.984,Overpriced
Standard Class,Home Office,United States,Louisville,Kentucky,40214,South,Furniture,Furnishings,13.28,2,0.0,6.3744,6.64,48.0,13.28,No Discount,Low,14.136,14.136,14.136,Underpriced
Standard Class,Consumer,United States,Lebanon,Tennessee,37087,South,Office Supplies,Storage,84.96,6,0.2,6.372,14.159999999999998,7.500000000000001,84.96,Low (1-20%),Low,37.208,37.208,37.208,Underpriced
Second Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Accessories,68.46,7,0.0,25.3302,9.78,37.00000000000001,68.46,No Discount,Low,29.99,29.99,29.99,Underpriced
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Storage,2079.4,5,0.0,582.232,415.88,28.0,2079.4,No Discount,Premium,37.208,37.208,37.208,Overpriced
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Technology,Phones,629.95,5,0.0,176.386,125.99,28.0,629.95,No Discount,Premium,69.99,69.99,69.99,Overpriced
Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Furniture,Furnishings,72.42,6,0.0,23.8986,12.07,32.99999999999999,72.42,No Discount,Mid,14.136,14.136,14.136,Fair
Standard Class,Home Office,United States,Detroit,Michigan,48234,Central,Technology,Phones,131.98,2,0.0,35.6346,65.99,27.0,131.98,No Discount,Mid,69.99,69.99,69.99,Fair
Standard Class,Home Office,United States,Detroit,Michigan,48234,Central,Technology,Accessories,114.52,7,0.0,11.452,16.36,10.0,114.52,No Discount,Low,29.99,29.99,29.99,Underpriced
Standard Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Labels,100.24,10,0.2,33.831,10.024,33.75,100.24,Low (1-20%),Premium,3.984,3.984,3.984,Overpriced
Second Class,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Appliances,871.8,3,0.2,87.18,290.6,10.000000000000002,871.8,Low (1-20%),Premium,30.448,30.448,30.448,Overpriced
First Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Bookcases,61.96,4,0.5,-53.2856,15.49,-86.0,61.96,High (41%+),Low,102.833,102.833,102.833,Underpriced
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Binders,4.554,3,0.7,-3.4914,1.518,-76.66666666666666,4.554,High (41%+),Low,5.390000000000001,5.390000000000001,5.390000000000001,Underpriced
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Appliances,5.2,2,0.2,0.585,2.6,11.249999999999998,5.2,Low (1-20%),Low,30.448,30.448,30.448,Underpriced
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Technology,Accessories,205.992,1,0.2,-2.5749,205.992,-1.25,205.992,Low (1-20%),Premium,29.99,29.99,29.99,Overpriced
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Paper,15.552,3,0.2,5.4432,5.184,35.0,15.552,Low (1-20%),Low,6.48,6.48,6.48,Fair
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Technology,Phones,503.96,5,0.2,50.396,100.792,10.0,503.96,Low (1-20%),Mid,69.99,69.99,69.99,Overpriced
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Appliances,24.472,7,0.2,1.8354,3.496,7.5,24.472,Low (1-20%),Low,30.448,30.448,30.448,Underpriced
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Furniture,Bookcases,241.568,2,0.2,0.0,120.784,0.0,241.568,Low (1-20%),Mid,102.833,102.833,102.833,Fair
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Technology,Accessories,110.4,2,0.2,-4.14,55.2,-3.75,110.4,Low (1-20%),Premium,29.99,29.99,29.99,Overpriced
Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Tables,384.768,2,0.4,-115.4304,192.384,-30.000000000000004,384.768,Medium (21-40%),Premium,145.49,145.49,145.49,Overpriced
Standard Class,Corporate,United States,New York City,New York,10011,East,Technology,Machines,78.66,6,0.0,36.1836,13.11,46.0,78.66,No Discount,Low,199.77,199.77,199.77,Underpriced
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Paper,45.36,4,0.0,22.2264,11.34,49.00000000000001,45.36,No Discount,Premium,6.48,6.48,6.48,Overpriced
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Appliances,962.08,4,0.2,156.338,240.52,16.249999999999996,962.08,Low (1-20%),Premium,30.448,30.448,30.448,Overpriced
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,12.843,3,0.7,-9.8463,4.281,-76.66666666666666,12.843,High (41%+),Mid,5.390000000000001,5.390000000000001,5.390000000000001,Fair
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,295.456,14,0.2,96.0232,21.104000000000003,32.5,295.456,Low (1-20%),Premium,6.48,6.48,6.48,Overpriced
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,32.4,5,0.0,15.552,6.48,48.0,32.4,No Discount,Mid,6.48,6.48,6.48,Fair
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,103.936,4,0.2,16.8896,25.984,16.25,103.936,Low (1-20%),Premium,14.136,14.136,14.136,Overpriced
Standard Class,Corporate,United States,Orlando,Florida,32839,South,Furniture,Bookcases,289.568,2,0.2,10.8588,144.784,3.75,289.568,Low (1-20%),Premium,102.833,102.833,102.833,Overpriced
Standard Class,Corporate,United States,Orlando,Florida,32839,South,Office Supplies,Storage,39.72,5,0.2,4.4685,7.944,11.249999999999998,39.72,Low (1-20%),Low,37.208,37.208,37.208,Underpriced
Standard Class,Corporate,United States,Orlando,Florida,32839,South,Technology,Phones,244.768,4,0.2,24.4768,61.192,10.0,244.768,Low (1-20%),Mid,69.99,69.99,69.99,Fair
Second Class,Consumer,United States,Houston,Texas,77095,Central,Technology,Accessories,24.0,2,0.2,-2.7,12.0,-11.25,24.0,Low (1-20%),Low,29.99,29.99,29.99,Underpriced
Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,15.552,3,0.2,5.4432,5.184,35.0,15.552,Low (1-20%),Low,6.48,6.48,6.48,Fair
Second Class,Consumer,United States,Houston,Texas,77095,Central,Technology,Accessories,26.176,2,0.2,-3.272,13.088,-12.5,26.176,Low (1-20%),Low,29.99,29.99,29.99,Underpriced
Standard Class,Home Office,United States,Louisville,Kentucky,40214,South,Furniture,Furnishings,20.94,3,0.0,6.0726,6.98,29.0,20.94,No Discount,Low,14.136,14.136,14.136,Underpriced
Standard Class,Home Office,United States,Louisville,Kentucky,40214,South,Office Supplies,Binders,135.09,9,0.0,62.1414,15.01,46.0,135.09,No Discount,Premium,5.390000000000001,5.390000000000001,5.390000000000001,Overpriced
Standard Class,Home Office,United States,Louisville,Kentucky,40214,South,Technology,Accessories,279.86,14,0.0,64.3678,19.99,23.0,279.86,No Discount,Low,29.99,29.99,29.99,Underpriced
Standard Class,Home Office,United States,Louisville,Kentucky,40214,South,Office Supplies,Binders,90.06,6,0.0,41.4276,15.01,46.0,90.06,No Discount,Premium,5.390000000000001,5.390000000000001,5.390000000000001,Overpriced
Standard Class,Consumer,United States,Medina,Ohio,44256,East,Technology,Phones,539.964,6,0.4,-107.9928,89.99400000000001,-20.0,539.964,Medium (21-40%),Mid,69.99,69.99,69.99,Overpriced
Standard Class,Consumer,United States,Medina,Ohio,44256,East,Technology,Phones,50.232,7,0.4,-10.0464,7.176,-20.0,50.232,Medium (21-40%),Low,69.99,69.99,69.99,Underpriced
Standard Class,Consumer,United States,Medina,Ohio,44256,East,Office Supplies,Binders,19.242,3,0.7,-13.4694,6.414000000000001,-70.0,19.242,High (41%+),Mid,5.390000000000001,5.390000000000001,5.390000000000001,Fair
Second Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,1247.64,3,0.0,349.3392,415.88000000000005,28.0,1247.64,No Discount,Premium,37.208,37.208,37.208,Overpriced
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Art,5.304,3,0.2,0.4641,1.768,8.75,5.304,Low (1-20%),Low,4.24,4.24,4.24,Underpriced
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,19.136,4,0.2,5.98,4.784,31.250000000000007,19.136,Low (1-20%),Low,6.48,6.48,6.48,Underpriced
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,332.832,4,0.2,-24.9624,83.208,-7.5,332.832,Low (1-20%),Premium,14.136,14.136,14.136,Overpriced
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,279.9,5,0.0,137.151,55.98,49.00000000000001,279.9,No Discount,Premium,6.48,6.48,6.48,Overpriced
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,50.352,3,0.2,17.6232,16.784,35.0,50.352,Low (1-20%),Premium,5.390000000000001,5.390000000000001,5.390000000000001,Overpriced
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,34.02,3,0.0,16.6698,11.340000000000002,48.99999999999999,34.02,No Discount,Premium,6.48,6.48,6.48,Overpriced
Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Art,23.88,6,0.0,8.1192,3.98,34.0,23.88,No Discount,Mid,4.24,4.24,4.24,Fair
Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Labels,11.52,4,0.0,5.6448,2.88,49.00000000000001,11.52,No Discount,Low,3.984,3.984,3.984,Underpriced
Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Paper,286.93,7,0.0,140.5957,40.99,49.0,286.93,No Discount,Premium,6.48,6.48,6.48,Overpriced
Standard Class,Home Office,United States,San Francisco,California,94109,West,Technology,Phones,206.384,2,0.2,23.2182,103.192,11.25,206.384,Low (1-20%),Mid,69.99,69.99,69.99,Overpriced
Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Chairs,218.352,3,0.2,0.0,72.784,0.0,218.352,Low (1-20%),Low,105.623,105.623,105.623,Underpriced
Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,529.9,5,0.0,105.98,105.98,20.0,529.9,No Discount,Premium,14.136,14.136,14.136,Overpriced
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,99.3,10,0.0,41.706,9.93,42.00000000000001,99.3,No Discount,Premium,4.24,4.24,4.24,Overpriced
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Appliances,108.96,2,0.0,30.5088,54.48,28.000000000000004,108.96,No Discount,Premium,30.448,30.448,30.448,Overpriced
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,2.688,1,0.2,0.84,2.688,31.249999999999996,2.688,Low (1-20%),Low,5.390000000000001,5.390000000000001,5.390000000000001,Underpriced
Second Class,Consumer,United States,Jackson,Michigan,49201,Central,Office Supplies,Binders,5443.96,4,0.0,2504.2216,1360.99,46.0,5443.96,No Discount,Premium,5.390000000000001,5.390000000000001,5.390000000000001,Overpriced
Second Class,Consumer,United States,Jackson,Michigan,49201,Central,Furniture,Chairs,302.67,3,0.0,72.6408,100.89,24.0,302.67,No Discount,Mid,105.623,105.623,105.623,Fair
Second Class,Consumer,United States,Jackson,Michigan,49201,Central,Office Supplies,Paper,56.07,7,0.0,25.2315,8.01,45.0,56.07,No Discount,Mid,6.48,6.48,6.48,Fair
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Labels,10.08,2,0.2,3.276,5.04,32.49999999999999,10.08,Low (1-20%),Mid,3.984,3.984,3.984,Overpriced
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,59.994,1,0.4,-12.9987,59.994,-21.666666666666664,59.994,Medium (21-40%),Mid,69.99,69.99,69.99,Fair
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,5.715,5,0.7,-4.7625,1.143,-83.33333333333334,5.715,High (41%+),Low,5.390000000000001,5.390000000000001,5.390000000000001,Underpriced
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,9.42,5,0.7,-7.85,1.884,-83.33333333333333,9.42,High (41%+),Low,5.390000000000001,5.390000000000001,5.390000000000001,Underpriced
Second Class,Corporate,United States,Warwick,Rhode Island,2886,East,Technology,Copiers,1999.96,4,0.0,899.982,499.99,44.99999999999999,1999.96,No Discount,Mid,439.992,439.992,439.992,Fair
Standard Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Storage,216.4,4,0.0,56.264,54.1,26.0,216.4,No Discount,Mid,37.208,37.208,37.208,Overpriced
Standard Class,Home Office,United States,El Paso,Texas,79907,Central,Office Supplies,Labels,6.936,3,0.2,2.3409,2.312,33.75,6.936,Low (1-20%),Low,3.984,3.984,3.984,Underpriced
Standard Class,Home Office,United States,El Paso,Texas,79907,Central,Office Supplies,Binders,4.428,3,0.8,-6.8634,1.476,-155.0,4.428,High (41%+),Low,5.390000000000001,5.390000000000001,5.390000000000001,Underpriced
Standard Class,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Art,8.8,5,0.0,2.552,1.7600000000000002,29.0,8.8,No Discount,Low,4.24,4.24,4.24,Underpriced
Standard Class,Consumer,United States,Rochester,Minnesota,55901,Central,Technology,Accessories,142.8,1,0.0,29.988,142.8,21.0,142.8,No Discount,Premium,29.99,29.99,29.99,Overpriced
Standard Class,Consumer,United States,Rochester,Minnesota,55901,Central,Technology,Accessories,399.95,5,0.0,143.982,79.99,36.0,399.95,No Discount,Premium,29.99,29.99,29.99,Overpriced
Standard Class,Consumer,United States,Buffalo,New York,14215,East,Office Supplies,Binders,2152.776,3,0.2,726.5619,717.592,33.75,2152.776,Low (1-20%),Premium,5.390000000000001,5.390000000000001,5.390000000000001,Overpriced
Standard Class,Consumer,United States,Buffalo,New York,14215,East,Furniture,Bookcases,4007.84,10,0.2,-50.098,400.784,-1.25,4007.84,Low (1-20%),Premium,102.833,102.833,102.833,Overpriced
First Class,Corporate,United States,Knoxville,Tennessee,37918,South,Furniture,Tables,328.59,3,0.4,-147.8655,109.53,-45.0,328.59,Medium (21-40%),Mid,145.49,145.49,145.49,Fair
First Class,Corporate,United States,Knoxville,Tennessee,37918,South,Office Supplies,Storage,98.352,3,0.2,-24.588,32.784,-25.0,98.352,Low (1-20%),Mid,37.208,37.208,37.208,Fair
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Technology,Phones,158.99,1,0.0,41.3374,158.99,26.0,158.99,No Discount,Premium,69.99,69.99,69.99,Overpriced
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Furniture,Chairs,291.1,5,0.0,75.686,58.220000000000006,26.0,291.1,No Discount,Low,105.623,105.623,105.623,Underpriced
First Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Paper,73.68,6,0.0,34.6296,12.28,47.0,73.68,No Discount,Premium,6.48,6.48,6.48,Overpriced
First Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Furnishings,139.92,2,0.0,23.7864,69.96,17.0,139.92,No Discount,Premium,14.136,14.136,14.136,Overpriced
